observations,wins,losses,win_rate,tp,sl,rr,horizon,expectancy_r,breakeven_wr,edge_vs_breakeven,context,side,hmm_state,vol_bucket,zscore,candidate,research_score
5154,2598,2556,0.5040745052386496,47.5,15.0,3.1666666666666665,5,1.1003104384943732,0.24000000000000005,0.26407450523864956,C1,LONG,0,40-60,2.0,True,9.44346950368946
5154,2666,2488,0.5172681412495149,45.0,15.0,3.0,3,1.0690725649980597,0.25,0.2672681412495149,C1,LONG,0,40-60,2.0,True,9.295934121961961
3267,1727,1540,0.5286195286195287,45.0,15.0,3.0,3,1.1144781144781146,0.25,0.27861952861952866,A1,LONG,0,20-40,2.0,True,9.276381741493667
3267,1656,1611,0.5068870523415978,40.0,12.5,3.2,4,1.1289256198347108,0.23809523809523808,0.26879181424635973,A1,LONG,0,20-40,2.0,True,9.198105530968855
3267,1656,1611,0.5068870523415978,47.5,15.0,3.1666666666666665,6,1.1120293847566574,0.24000000000000005,0.26688705234159776,A1,LONG,0,20-40,2.0,True,9.060440701157702
3267,1707,1560,0.5224977043158862,45.0,15.0,3.0,4,1.0899908172635446,0.25,0.27249770431588616,A1,LONG,0,20-40,2.0,True,9.018565908806993
5154,2710,2444,0.5258051998447808,50.0,17.5,2.857142857142857,3,1.0281057708298689,0.25925925925925924,0.26654594058552156,C1,LONG,0,40-60,2.0,True,9.014737857544823
3267,1643,1624,0.5029078665442301,47.5,15.0,3.1666666666666665,7,1.095449443934292,0.24000000000000005,0.2629078665442301,A1,LONG,0,20-40,2.0,True,8.890080217759639
3267,1745,1522,0.5341291704928068,50.0,17.5,2.857142857142857,3,1.0602125147579693,0.25925925925925924,0.2748699112335476,A1,LONG,0,20-40,2.0,True,8.871969044154547
5154,2687,2467,0.5213426464881645,50.0,17.5,2.857142857142857,5,1.0108930650257775,0.25925925925925924,0.2620833872289053,C1,LONG,0,40-60,2.0,True,8.825251542659426
861,431,430,0.5005807200929152,45.0,12.5,3.6,3,1.3026713124274099,0.2173913043478261,0.2831894157450891,A2,LONG,0,20-40,2.5,True,8.810201225950792
5154,2608,2546,0.5060147458284827,45.0,15.0,3.0,4,1.0240589833139309,0.25,0.2560147458284827,C1,LONG,0,40-60,2.0,True,8.806021214121932
3267,1687,1580,0.5163758800122437,45.0,15.0,3.0,5,1.0655035200489746,0.25,0.26637588001224366,A1,LONG,0,20-40,2.0,True,8.763176149944341
3267,1734,1533,0.5307621671258035,50.0,17.5,2.857142857142857,4,1.0472255017709564,0.25925925925925924,0.27150290786654424,A1,LONG,0,20-40,2.0,True,8.734760110439266
3267,1684,1583,0.5154576063666972,37.5,12.5,3.0,3,1.061830425466789,0.25,0.26545760636669724,A1,LONG,0,20-40,2.0,True,8.725076934982264
5154,2598,2556,0.5040745052386496,45.0,15.0,3.0,5,1.0162980209545984,0.25,0.2540745052386496,C1,LONG,0,40-60,2.0,True,8.722428718096525
5154,2668,2486,0.5176561893674816,50.0,17.5,2.857142857142857,4,0.9966738732745719,0.25925925925925924,0.25839693010822234,C1,LONG,0,40-60,2.0,True,8.669709814110858
5154,2589,2565,0.5023282887077998,37.5,12.5,3.0,3,1.009313154831199,0.25,0.2523282887077998,C1,LONG,0,40-60,2.0,True,8.647415570477573
3267,1722,1545,0.527089072543618,50.0,17.5,2.857142857142857,5,1.0330578512396698,0.25925925925925924,0.2678298132843588,A1,LONG,0,20-40,2.0,True,8.58588474006928
861,446,415,0.5180023228803716,50.0,15.0,3.3333333333333335,3,1.2446767324816104,0.23076923076923073,0.2872330921111409,A2,LONG,0,20-40,2.5,True,8.5645428866526
5154,2666,2488,0.5172681412495149,42.5,15.0,2.8333333333333335,3,0.9828612081231406,0.2608695652173913,0.2563985760321236,C1,LONG,0,40-60,2.0,True,8.546298297123771
3267,1727,1540,0.5286195286195287,42.5,15.0,2.8333333333333335,3,1.0263748597081932,0.2608695652173913,0.26774996340213736,A1,LONG,0,20-40,2.0,True,8.543052469885154
861,445,416,0.5168408826945412,50.0,15.0,3.3333333333333335,4,1.2396438250096786,0.23076923076923073,0.2860716519253105,A2,LONG,0,20-40,2.5,True,8.520179977036639
5154,2644,2510,0.512999611951882,50.0,17.5,2.857142857142857,6,0.9787127889572593,0.25925925925925924,0.2537403526926228,C1,LONG,0,40-60,2.0,True,8.474516927479815
3267,1657,1610,0.5071931435567799,45.0,15.0,3.0,6,1.0287725742271197,0.25,0.2571931435567799,A1,LONG,0,20-40,2.0,True,8.384640400070406
3267,1656,1611,0.5068870523415978,37.5,12.5,3.0,4,1.0275482093663912,0.25,0.2568870523415978,A1,LONG,0,20-40,2.0,True,8.372116552101957
5154,2710,2444,0.5258051998447808,47.5,17.5,2.7142857142857144,3,0.9529907422806145,0.2692307692307692,0.2565744306140116,C1,LONG,0,40-60,2.0,True,8.356106896853934
861,440,421,0.5110336817653891,50.0,15.0,3.3333333333333335,5,1.2144792876500194,0.23076923076923073,0.2802644509961584,A2,LONG,0,20-40,2.5,True,8.2995507497358
3267,1707,1560,0.5224977043158862,42.5,15.0,2.8333333333333335,4,1.0029078665442301,0.2608695652173913,0.26162813909849486,A1,LONG,0,20-40,2.0,True,8.298043021681018
3267,1698,1569,0.519742883379247,50.0,17.5,2.857142857142857,6,1.0047225501770956,0.25925925925925924,0.26048362411998777,A1,LONG,0,20-40,2.0,True,8.290660581926039
3267,1745,1522,0.5341291704928068,47.5,17.5,2.7142857142857144,3,0.9839083475447112,0.2692307692307692,0.2648984012620376,A1,LONG,0,20-40,2.0,True,8.233447804277878
3267,1644,1623,0.5032139577594124,45.0,15.0,3.0,7,1.0128558310376494,0.25,0.25321395775941236,A1,LONG,0,20-40,2.0,True,8.22230346087624
3267,1689,1578,0.5169880624426079,50.0,17.5,2.857142857142857,7,0.9940968122786303,0.25925925925925924,0.2577288031833486,A1,LONG,0,20-40,2.0,True,8.180820035389953
5154,2687,2467,0.5213426464881645,47.5,17.5,2.7142857142857144,5,0.9364155440988968,0.2692307692307692,0.2521118772573953,C1,LONG,0,40-60,2.0,True,8.175051359085467
861,431,430,0.5005807200929152,42.5,12.5,3.4,3,1.2025551684088267,0.22727272727272727,0.2733079928201879,A2,LONG,0,20-40,2.5,True,8.13309767238717
5154,2601,2553,0.5046565774155995,50.0,17.5,2.857142857142857,7,0.9465325128887412,0.25925925925925924,0.2453973181563403,C1,LONG,0,40-60,2.0,True,8.128372117057058
3267,1734,1533,0.5307621671258035,47.5,17.5,2.7142857142857144,4,0.9714023350386988,0.2692307692307692,0.26153139789503427,A1,LONG,0,20-40,2.0,True,8.102329778003602
5154,2608,2546,0.5060147458284827,42.5,15.0,2.8333333333333335,4,0.9397231923425171,0.2608695652173913,0.24514518061109142,C1,LONG,0,40-60,2.0,True,8.080806381280262
3267,1687,1580,0.5163758800122437,42.5,15.0,2.8333333333333335,5,0.9794408733802674,0.2608695652173913,0.25550631479485236,A1,LONG,0,20-40,2.0,True,8.055358560891573
840,424,416,0.5047619047619047,50.0,15.0,3.3333333333333335,3,1.1873015873015873,0.23076923076923073,0.273992673992674,D1,LONG,1,20-40,2.5,True,8.03406751708398
5154,2668,2486,0.5176561893674816,47.5,17.5,2.7142857142857144,4,0.9227229890792175,0.2692307692307692,0.24842542013671237,C1,LONG,0,40-60,2.0,True,8.02643750241255
5154,2598,2556,0.5040745052386496,42.5,15.0,2.8333333333333335,5,0.9322856034148236,0.2608695652173913,0.2432049400212583,C1,LONG,0,40-60,2.0,True,8.001387932503592
861,446,415,0.5180023228803716,47.5,15.0,3.1666666666666665,3,1.1583430120015483,0.24000000000000005,0.2780023228803716,A2,LONG,0,20-40,2.5,True,7.970485946147612
3267,1722,1545,0.527089072543618,47.5,17.5,2.7142857142857144,5,0.957759412304867,0.2692307692307692,0.2578583033128488,A1,LONG,0,20-40,2.0,True,7.960069141237564
861,445,416,0.5168408826945412,47.5,15.0,3.1666666666666665,4,1.1535036778939216,0.24000000000000005,0.27684088269454116,A2,LONG,0,20-40,2.5,True,7.92813124346679
3267,1665,1602,0.509641873278237,50.0,17.5,2.857142857142857,8,0.9657615112160568,0.25925925925925924,0.2503826140189777,A1,LONG,0,20-40,2.0,True,7.890227945340725
3267,1684,1583,0.5154576063666972,35.0,12.5,2.8,3,0.9587389041934494,0.2631578947368421,0.25229971162985515,A1,LONG,0,20-40,2.0,True,7.877972319328753
5154,2644,2510,0.512999611951882,47.5,17.5,2.7142857142857144,6,0.9054271301069905,0.2692307692307692,0.24376884272111282,C1,LONG,0,40-60,2.0,True,7.839948171992512
3267,1727,1540,0.5286195286195287,40.0,15.0,2.6666666666666665,3,0.9382716049382717,0.27272727272727276,0.2558922558922559,A1,LONG,0,20-40,2.0,True,7.809723198276641
5154,2666,2488,0.5172681412495149,40.0,15.0,2.6666666666666665,3,0.8966498512482214,0.27272727272727276,0.24454086852224216,C1,LONG,0,40-60,2.0,True,7.796662472285579
5154,2590,2564,0.502522312766783,35.0,12.5,2.8,3,0.9095847885137756,0.2631578947368421,0.23936441802994096,C1,LONG,0,40-60,2.0,True,7.794488942966592
3267,1653,1614,0.5059687786960514,50.0,17.5,2.857142857142857,10,0.9515938606847696,0.25925925925925924,0.24670951943679215,A1,LONG,0,20-40,2.0,True,7.746195191614473
3267,1659,1608,0.5078053259871441,42.5,15.0,2.8333333333333335,6,0.9465870829507191,0.2608695652173913,0.24693576076975282,A1,LONG,0,20-40,2.0,True,7.7195062946430255
861,440,421,0.5110336817653891,47.5,15.0,3.1666666666666665,5,1.1293070073557878,0.24000000000000005,0.27103368176538906,A2,LONG,0,20-40,2.5,True,7.717497461580915
5154,2710,2444,0.5258051998447808,45.0,17.5,2.5714285714285716,3,0.8778757137313602,0.27999999999999997,0.24580519984478083,C1,LONG,0,40-60,2.0,True,7.697475936163046
3267,1698,1569,0.519742883379247,47.5,17.5,2.7142857142857144,6,0.9304735668372033,0.2692307692307692,0.2505121141484778,A1,LONG,0,20-40,2.0,True,7.6779808731690045
3267,1745,1522,0.5341291704928068,45.0,17.5,2.5714285714285716,3,0.9076041803314532,0.27999999999999997,0.25412917049280687,A1,LONG,0,20-40,2.0,True,7.594926564401211
5154,2739,2415,0.5314318975552969,50.0,20.0,2.5,5,0.8600116414435389,0.2857142857142857,0.24571761184101115,C1,LONG,0,40-60,2.0,True,7.582201072334296
3267,1707,1560,0.5224977043158862,40.0,15.0,2.6666666666666665,4,0.9158249158249158,0.27272727272727276,0.2497704315886134,A1,LONG,0,20-40,2.0,True,7.577520134555045
3267,1689,1578,0.5169880624426079,47.5,17.5,2.7142857142857144,7,0.9202413747868293,0.2692307692307692,0.24775729321183865,A1,LONG,0,20-40,2.0,True,7.57303411827138
3267,1645,1622,0.5035200489745945,42.5,15.0,2.8333333333333335,7,0.9301601877359454,0.2608695652173913,0.24265048375720316,A1,LONG,0,20-40,2.0,True,7.553289027268551
3267,1656,1611,0.5068870523415978,35.0,12.5,2.8,4,0.9261707988980716,0.2631578947368421,0.24372915760475572,A1,LONG,0,20-40,2.0,True,7.546127573235062
5154,2687,2467,0.5213426464881645,45.0,17.5,2.5714285714285716,5,0.8619380231720162,0.27999999999999997,0.24134264648816456,C1,LONG,0,40-60,2.0,True,7.5248511755115075
5154,2731,2423,0.5298797050834303,50.0,20.0,2.5,3,0.8545789677920059,0.2857142857142857,0.2441654193691446,C1,LONG,0,40-60,2.0,True,7.5229661772756256
5154,2601,2553,0.5046565774155995,47.5,17.5,2.7142857142857144,7,0.8744387161150842,0.2692307692307692,0.23542580818483033,C1,LONG,0,40-60,2.0,True,7.509264796887641
3267,1734,1533,0.5307621671258035,45.0,17.5,2.5714285714285716,4,0.895579168306441,0.27999999999999997,0.2507621671258035,A1,LONG,0,20-40,2.0,True,7.46989944556794
840,424,416,0.5047619047619047,47.5,15.0,3.1666666666666665,3,1.103174603174603,0.24000000000000005,0.2647619047619047,D1,LONG,1,20-40,2.5,True,7.464808722424285
861,431,430,0.5005807200929152,40.0,12.5,3.2,3,1.102439024390244,0.23809523809523808,0.26248548199767713,A2,LONG,0,20-40,2.5,True,7.455994118823549
5154,2668,2486,0.5176561893674816,45.0,17.5,2.5714285714285716,4,0.848772104883863,0.27999999999999997,0.23765618936748162,C1,LONG,0,40-60,2.0,True,7.383165190714243
5154,2712,2442,0.5261932479627474,50.0,20.0,2.5,6,0.8416763678696157,0.2857142857142857,0.24047896224846166,C1,LONG,0,40-60,2.0,True,7.382861060871568
861,446,415,0.5180023228803716,45.0,15.0,3.0,3,1.0720092915214865,0.25,0.2680023228803716,A2,LONG,0,20-40,2.5,True,7.376429005642627
3267,1754,1513,0.536883991429446,50.0,20.0,2.5,3,0.879093970003061,0.2857142857142857,0.2511697057151603,A1,LONG,0,20-40,2.0,True,7.375946758293793
5154,2710,2444,0.5258051998447808,50.0,20.0,2.5,4,0.8403181994567328,0.2857142857142857,0.2400909141304951,C1,LONG,0,40-60,2.0,True,7.368160455817599
5154,2608,2546,0.5060147458284827,40.0,15.0,2.6666666666666665,4,0.8553874013711031,0.27272727272727276,0.23328747310120995,C1,LONG,0,40-60,2.0,True,7.355591548438591
3267,1687,1580,0.5163758800122437,40.0,15.0,2.6666666666666665,5,0.8933782267115601,0.27272727272727276,0.2436486072849709,A1,LONG,0,20-40,2.0,True,7.3475409718388045
861,445,416,0.5168408826945412,45.0,15.0,3.0,4,1.0673635307781648,0.25,0.2668408826945412,A2,LONG,0,20-40,2.5,True,7.336082509896943
3267,1722,1545,0.527089072543618,45.0,17.5,2.5714285714285716,5,0.8824609733700645,0.27999999999999997,0.24708907254361806,A1,LONG,0,20-40,2.0,True,7.334253542405848
3267,1666,1601,0.5099479644934191,47.5,17.5,2.7142857142857144,8,0.8940924395469851,0.2692307692307692,0.24071719526264984,A1,LONG,0,20-40,2.0,True,7.3069094159648955
861,457,404,0.5307781649245064,50.0,17.5,2.857142857142857,4,1.0472872075659532,0.25925925925925924,0.2715189056652471,A2,LONG,0,20-40,2.5,True,7.296756562316447
3267,1746,1521,0.5344352617079889,50.0,20.0,2.5,4,0.8705234159779612,0.2857142857142857,0.24872097599370324,A1,LONG,0,20-40,2.0,True,7.286787028964793
5154,2598,2556,0.5040745052386496,40.0,15.0,2.6666666666666665,5,0.8482731858750484,0.27272727272727276,0.23134723251137684,C1,LONG,0,40-60,2.0,True,7.280347146910654
861,456,405,0.5296167247386759,50.0,17.5,2.857142857142857,3,1.0428073668491789,0.25925925925925924,0.2703574654794167,A2,LONG,0,20-40,2.5,True,7.257357671918786
3267,1743,1524,0.5335169880624426,50.0,20.0,2.5,5,0.8673094582185492,0.2857142857142857,0.24780270234815693,A1,LONG,0,20-40,2.0,True,7.253439696568509
861,455,406,0.5284552845528455,50.0,17.5,2.857142857142857,5,1.038327526132404,0.25925925925925924,0.26919602529358627,A2,LONG,0,20-40,2.5,True,7.218029119237676
5154,2645,2509,0.5131936360108653,45.0,17.5,2.5714285714285716,6,0.832834414324519,0.27999999999999997,0.23319363601086535,C1,LONG,0,40-60,2.0,True,7.212760725014492
5154,2688,2466,0.5215366705471478,50.0,20.0,2.5,7,0.8253783469150173,0.2857142857142857,0.2358223848328621,C1,LONG,0,40-60,2.0,True,7.207048453132734
372,189,183,0.5080645161290323,50.0,15.0,3.3333333333333335,3,1.2016129032258065,0.23076923076923073,0.2772952853598015,D2,LONG,1,20-40,3.0,True,7.172827657769646
3267,1654,1613,0.5062748699112335,47.5,17.5,2.7142857142857144,10,0.8804495168131531,0.2692307692307692,0.23704410068046428,A1,LONG,0,20-40,2.0,True,7.1692444561855035
861,440,421,0.5110336817653891,45.0,15.0,3.0,5,1.0441347270615564,0.25,0.2610336817653891,A2,LONG,0,20-40,2.5,True,7.1354441734260305
3267,1699,1568,0.5200489745944291,45.0,17.5,2.5714285714285716,6,0.8573177664086754,0.27999999999999997,0.24004897459442914,A1,LONG,0,20-40,2.0,True,7.076445237046437
3267,1727,1540,0.5286195286195287,37.5,15.0,2.5,3,0.8501683501683502,0.2857142857142857,0.24290524290524296,A1,LONG,0,20-40,2.0,True,7.076393926668128
5154,2667,2487,0.5174621653084982,37.5,15.0,2.5,3,0.8111175785797436,0.2857142857142857,0.2317478795942125,C1,LONG,0,40-60,2.0,True,7.054276714919665
3267,1685,1582,0.5157636975818795,32.5,12.5,2.6,3,0.8567493112947661,0.2777777777777778,0.23798591980410166,A1,LONG,0,20-40,2.0,True,7.042044322523295
5154,2710,2444,0.5258051998447808,42.5,17.5,2.4285714285714284,3,0.8027606851821054,0.2916666666666667,0.23413853317811412,C1,LONG,0,40-60,2.0,True,7.038844975472153
3267,1659,1608,0.5078053259871441,40.0,15.0,2.6666666666666665,6,0.8619528619528617,0.27272727272727276,0.23507805325987136,A1,LONG,0,20-40,2.0,True,7.029306297725063
3267,1722,1545,0.527089072543618,50.0,20.0,2.5,6,0.844811753902663,0.2857142857142857,0.24137478682933233,A1,LONG,0,20-40,2.0,True,7.021345742989988
5154,2739,2415,0.5314318975552969,47.5,20.0,2.375,5,0.7935826542491268,0.2962962962962963,0.23513560125900057,C1,LONG,0,40-60,2.0,True,6.996536979352806
3267,1690,1577,0.51729415365779,45.0,17.5,2.5714285714285716,7,0.8474791202063929,0.27999999999999997,0.23729415365779,A1,LONG,0,20-40,2.0,True,6.976343535697062
3267,1745,1522,0.5341291704928068,42.5,17.5,2.4285714285714284,3,0.8313000131181947,0.2916666666666667,0.24246250382614015,A1,LONG,0,20-40,2.0,True,6.956405324524541
840,438,402,0.5214285714285715,50.0,17.5,2.857142857142857,6,1.0112244897959184,0.25925925925925924,0.2621693121693122,D1,LONG,1,20-40,2.5,True,6.95611652995442
3267,1715,1552,0.5249464340373431,50.0,20.0,2.5,7,0.8373125191307007,0.2857142857142857,0.2392321483230574,A1,LONG,0,20-40,2.0,True,6.9445011813731705
5154,2731,2423,0.5298797050834303,47.5,20.0,2.375,3,0.7883440046565773,0.2962962962962963,0.23358340878713402,C1,LONG,0,40-60,2.0,True,6.939891463058924
5154,2590,2564,0.502522312766783,32.5,12.5,2.6,3,0.8090803259604191,0.2777777777777778,0.22474453498900526,C1,LONG,0,40-60,2.0,True,6.933237818295797
154,78,76,0.5064935064935064,11.0,3.0,3.6666666666666665,9,1.3636363636363633,0.2142857142857143,0.29220779220779214,B1,LONG,2,60-80,3.5,True,6.922056314543829
5154,2602,2552,0.5048506014745828,45.0,17.5,2.5714285714285716,7,0.8030378624092245,0.27999999999999997,0.22485060147458286,C1,LONG,0,40-60,2.0,True,6.897439952222407
840,424,416,0.5047619047619047,45.0,15.0,3.0,3,1.019047619047619,0.25,0.25476190476190474,D1,LONG,1,20-40,2.5,True,6.895549927764592
5154,2643,2511,0.5128055878928988,50.0,20.0,2.5,8,0.7948195576251458,0.2857142857142857,0.22709130217861306,C1,LONG,0,40-60,2.0,True,6.880896778171492
5154,2687,2467,0.5213426464881645,42.5,17.5,2.4285714285714284,5,0.7874605022451355,0.2916666666666667,0.22967597982149784,C1,LONG,0,40-60,2.0,True,6.874650991937548
3267,1645,1622,0.5035200489745945,40.0,15.0,2.6666666666666665,7,0.8462401795735129,0.27272727272727276,0.2307927762473217,A1,LONG,0,20-40,2.0,True,6.8718235279071305
3267,1707,1560,0.5224977043158862,37.5,15.0,2.5,4,0.8287419651056015,0.2857142857142857,0.23678341860160046,A1,LONG,0,20-40,2.0,True,6.856997247429073
3267,1734,1533,0.5307621671258035,42.5,17.5,2.4285714285714284,4,0.8197560015741833,0.2916666666666667,0.2390955004591368,A1,LONG,0,20-40,2.0,True,6.8374691131322765
3267,1754,1513,0.536883991429446,47.5,20.0,2.375,3,0.8119834710743802,0.2962962962962963,0.2405876951331497,A1,LONG,0,20-40,2.0,True,6.812863079061232
5154,2712,2442,0.5261932479627474,47.5,20.0,2.375,6,0.7759022118742722,0.2962962962962963,0.22989695166645108,C1,LONG,0,40-60,2.0,True,6.805915486958368
840,434,406,0.5166666666666667,50.0,17.5,2.857142857142857,3,0.992857142857143,0.25925925925925924,0.2574074074074075,D1,LONG,1,20-40,2.5,True,6.797928891060789
840,434,406,0.5166666666666667,50.0,17.5,2.857142857142857,4,0.992857142857143,0.25925925925925924,0.2574074074074075,D1,LONG,1,20-40,2.5,True,6.797928891060789
5154,2710,2444,0.5258051998447808,47.5,20.0,2.375,4,0.7745925494761352,0.2962962962962963,0.22950890354848452,C1,LONG,0,40-60,2.0,True,6.791858365213071
861,444,417,0.5156794425087108,50.0,17.5,2.857142857142857,6,0.9890492782478846,0.25925925925925924,0.25642018324945154,A2,LONG,0,20-40,2.5,True,6.790057329038063
861,446,415,0.5180023228803716,42.5,15.0,2.8333333333333335,3,0.9856755710414247,0.2608695652173913,0.2571327576629803,A2,LONG,0,20-40,2.5,True,6.782372065137642
861,431,430,0.5005807200929152,37.5,12.5,3.0,3,1.0023228803716608,0.25,0.2505807200929152,A2,LONG,0,20-40,2.5,True,6.7788905652599265
861,457,404,0.5307781649245064,47.5,17.5,2.7142857142857144,4,0.9714617554338808,0.2692307692307692,0.26154739569373714,A2,LONG,0,20-40,2.5,True,6.768458439854688
3267,1698,1569,0.519742883379247,50.0,20.0,2.5,8,0.8191000918273645,0.2857142857142857,0.2340285976649613,A1,LONG,0,20-40,2.0,True,6.75896131003345
861,445,416,0.5168408826945412,42.5,15.0,2.8333333333333335,4,0.981223383662408,0.2608695652173913,0.2559713174771499,A2,LONG,0,20-40,2.5,True,6.744033776327095
5154,2668,2486,0.5176561893674816,42.5,17.5,2.4285714285714284,4,0.7748212206885081,0.2916666666666667,0.2259895227008149,C1,LONG,0,40-60,2.0,True,6.7398928790159305
3267,1657,1610,0.5071931435567799,32.5,12.5,2.6,4,0.8258953168044078,0.2777777777777778,0.22941536577900212,A1,LONG,0,20-40,2.0,True,6.7311623705653
861,456,405,0.5296167247386759,47.5,17.5,2.7142857142857144,3,0.9671478347436536,0.2692307692307692,0.2603859555079067,A2,LONG,0,20-40,2.5,True,6.730809525793892
3267,1746,1521,0.5344352617079889,47.5,20.0,2.375,4,0.8037190082644626,0.2962962962962963,0.23813896541169266,A1,LONG,0,20-40,2.0,True,6.727595302849615
3267,1667,1600,0.5102540557086012,45.0,17.5,2.5714285714285716,8,0.8223359132450042,0.27999999999999997,0.2302540557086012,A1,LONG,0,20-40,2.0,True,6.722520923048549
3267,1694,1573,0.5185185185185185,50.0,20.0,2.5,10,0.8148148148148148,0.2857142857142857,0.2328042328042328,A1,LONG,0,20-40,2.0,True,6.715527765250803
3267,1722,1545,0.527089072543618,42.5,17.5,2.4285714285714284,5,0.8071625344352616,0.2916666666666667,0.23542240587695135,A1,LONG,0,20-40,2.0,True,6.708437943574129
3267,1743,1524,0.5335169880624426,47.5,20.0,2.375,5,0.8006198347107438,0.2962962962962963,0.23722069176614635,A1,LONG,0,20-40,2.0,True,6.69570432551156
861,455,406,0.5284552845528455,47.5,17.5,2.7142857142857144,5,0.9628339140534262,0.2692307692307692,0.2592245153220763,A2,LONG,0,20-40,2.5,True,6.693228344349031
372,189,183,0.5080645161290323,47.5,15.0,3.1666666666666665,3,1.1169354838709675,0.24000000000000005,0.2680645161290322,D2,LONG,1,20-40,3.0,True,6.667359936920106
3267,1687,1580,0.5163758800122437,37.5,15.0,2.5,5,0.8073155800428528,0.2857142857142857,0.23066159429795796,A1,LONG,0,20-40,2.0,True,6.639723382786038
5154,2688,2466,0.5215366705471478,47.5,20.0,2.375,7,0.7601862630966238,0.2962962962962963,0.22524037425085153,C1,LONG,0,40-60,2.0,True,6.637803441319711
5154,2608,2546,0.5060147458284827,37.5,15.0,2.5,4,0.7710516103996896,0.2857142857142857,0.22030046011419702,C1,LONG,0,40-60,2.0,True,6.630376715596923
861,439,422,0.5098722415795587,50.0,17.5,2.857142857142857,7,0.9666500746640121,0.25925925925925924,0.25061298232029944,A2,LONG,0,20-40,2.5,True,6.5983382057913165
3267,1655,1612,0.5065809611264157,45.0,17.5,2.5714285714285716,10,0.8092177183086277,0.27999999999999997,0.22658096112641574,A1,LONG,0,20-40,2.0,True,6.591228955945644
5154,2645,2509,0.5131936360108653,42.5,17.5,2.4285714285714284,6,0.7595210377515382,0.2916666666666667,0.22152696934419863,C1,LONG,0,40-60,2.0,True,6.577830378635043
5154,2599,2555,0.5042685292976329,37.5,15.0,2.5,5,0.7649398525417151,0.2857142857142857,0.21855424358334719,C1,LONG,0,40-60,2.0,True,6.566403260616512
3267,1680,1587,0.5142332415059688,50.0,20.0,2.5,12,0.799816345270891,0.2857142857142857,0.22851895579168313,A1,LONG,0,20-40,2.0,True,6.564179045109288
840,428,412,0.5095238095238095,50.0,17.5,2.857142857142857,5,0.9653061224489794,0.25925925925925924,0.25026455026455025,D1,LONG,1,20-40,2.5,True,6.562856300247301
861,440,421,0.5110336817653891,42.5,15.0,2.8333333333333335,5,0.958962446767325,0.2608695652173913,0.2501641165479978,A2,LONG,0,20-40,2.5,True,6.5533908852711455
3267,1701,1566,0.5206611570247934,42.5,17.5,2.4285714285714284,6,0.7851239669421488,0.2916666666666667,0.22899449035812675,A1,LONG,0,20-40,2.0,True,6.48443475666171
3267,1722,1545,0.527089072543618,47.5,20.0,2.375,6,0.7789256198347109,0.2962962962962963,0.23079277624732175,A1,LONG,0,20-40,2.0,True,6.473757094012236
840,438,402,0.5214285714285715,47.5,17.5,2.7142857142857144,6,0.9367346938775513,0.2692307692307692,0.25219780219780225,D1,LONG,1,20-40,2.5,True,6.443708349644964
372,198,174,0.532258064516129,50.0,17.5,2.857142857142857,3,1.052995391705069,0.25925925925925924,0.27299880525686976,D2,LONG,1,20-40,3.0,True,6.436536554843998
5154,2739,2415,0.5314318975552969,45.0,20.0,2.25,5,0.7271536670547148,0.3076923076923077,0.22373958986298914,C1,LONG,0,40-60,2.0,True,6.410872886371317
3267,1715,1552,0.5249464340373431,47.5,20.0,2.375,7,0.7716942148760328,0.2962962962962963,0.2286501377410468,A1,LONG,0,20-40,2.0,True,6.4002761984607695
5154,2710,2444,0.5258051998447808,40.0,17.5,2.2857142857142856,3,0.7276456566328511,0.30434782608695654,0.22145737375782426,C1,LONG,0,40-60,2.0,True,6.380214014781264
3267,1691,1576,0.5176002448729722,42.5,17.5,2.4285714285714284,7,0.7746294109930474,0.2916666666666667,0.2259335782063055,A1,LONG,0,20-40,2.0,True,6.378572375509251
840,423,417,0.5035714285714286,50.0,17.5,2.857142857142857,7,0.9423469387755101,0.25925925925925924,0.2443121693121693,D1,LONG,1,20-40,2.5,True,6.3689872698024415
5154,2731,2423,0.5298797050834303,45.0,20.0,2.25,3,0.7221090415211484,0.3076923076923077,0.2221873973911226,C1,LONG,0,40-60,2.0,True,6.35681674884222
3267,1660,1607,0.5081114172023263,37.5,15.0,2.5,6,0.7783899602081422,0.2857142857142857,0.22239713148804063,A1,LONG,0,20-40,2.0,True,6.34977098017088
3267,1727,1540,0.5286195286195287,35.0,15.0,2.3333333333333335,3,0.762065095398429,0.3,0.22861952861952867,A1,LONG,0,20-40,2.0,True,6.343064655059618
840,424,416,0.5047619047619047,42.5,15.0,2.8333333333333335,3,0.9349206349206349,0.2608695652173913,0.24389233954451345,D1,LONG,1,20-40,2.5,True,6.326291133104898
5154,2643,2511,0.5128055878928988,47.5,20.0,2.375,8,0.7307188591385334,0.2962962962962963,0.21650929159660248,C1,LONG,0,40-60,2.0,True,6.3259654287052625
3267,1745,1522,0.5341291704928068,40.0,17.5,2.2857142857142856,3,0.7549958459049366,0.30434782608695654,0.2297813444058503,A1,LONG,0,20-40,2.0,True,6.317884084647873
5154,2668,2486,0.5176561893674816,35.0,15.0,2.3333333333333335,3,0.7255206312249387,0.3,0.2176561893674816,C1,LONG,0,40-60,2.0,True,6.311044671217061
840,434,406,0.5166666666666667,47.5,17.5,2.7142857142857144,3,0.9190476190476192,0.2692307692307692,0.2474358974358975,D1,LONG,1,20-40,2.5,True,6.292567270862026
